Site, Member, Distance, Distance_Value, Duration, Duration_value
75,5,4.5 mi,1125,19 mins,1125
75,6,11.9 mi,2136,36 mins,2136
75,7,10.7 mi,1807,30 mins,1807
75,8,11.2 mi,2090,35 mins,2090
75,9,3.6 mi,896,15 mins,896
75,10,22.7 mi,3228,54 mins,3228
75,11,27.3 mi,2510,42 mins,2510
75,12,15.9 mi,2225,37 mins,2225
75,13,21.2 mi,2950,49 mins,2950
75,14,26.1 mi,2987,50 mins,2987
75,15,7.4 mi,1248,21 mins,1248
75,16,12.7 mi,1715,29 mins,1715
75,17,12.6 mi,1556,26 mins,1556
75,18,7.3 mi,1388,23 mins,1388
75,19,16.4 mi,1966,33 mins,1966
75,20,8.7 mi,1596,27 mins,1596
75,21,2.9 mi,1001,17 mins,1001
75,22,17.5 mi,2103,35 mins,2103
75,23,16.1 mi,2166,36 mins,2166
75,24,5.6 mi,1155,19 mins,1155
75,25,15.0 mi,2241,37 mins,2241
75,26,13.6 mi,1881,31 mins,1881
75,27,17.1 mi,2320,39 mins,2320
75,28,5.3 mi,1134,19 mins,1134
75,29,2.6 mi,1024,17 mins,1024
75,30,21.7 mi,2869,48 mins,2869
75,31,17.3 mi,2104,35 mins,2104
75,32,7.0 mi,1140,19 mins,1140
75,33,17.1 mi,2492,42 mins,2492
75,34,7.0 mi,1295,22 mins,1295
75,35,17.8 mi,2703,45 mins,2703
75,36,4.9 mi,1140,19 mins,1140
75,37,17.1 mi,2050,34 mins,2050
75,38,17.3 mi,2654,44 mins,2654
75,39,20.6 mi,2767,46 mins,2767
75,40,20.7 mi,2397,40 mins,2397
75,41,26.4 mi,2504,42 mins,2504
75,42,16.4 mi,1856,31 mins,1856
75,43,25.7 mi,2466,41 mins,2466
75,44,11.6 mi,2016,34 mins,2016
75,45,17.9 mi,2658,44 mins,2658
75,46,6.5 mi,1309,22 mins,1309
75,47,7.4 mi,1247,21 mins,1247
75,48,1.9 mi,715,12 mins,715
75,49,8.9 mi,1623,27 mins,1623
75,50,8.6 mi,1519,25 mins,1519
75,51,10.8 mi,1999,33 mins,1999
75,52,7.2 mi,1400,23 mins,1400
75,53,13.9 mi,2055,34 mins,2055
75,54,20.1 mi,2599,43 mins,2599
75,55,2.3 mi,788,13 mins,788
75,56,7.4 mi,1633,27 mins,1633
75,57,11.1 mi,1590,27 mins,1590
75,58,9.5 mi,1481,25 mins,1481
75,59,42.7 mi,3360,56 mins,3360
75,60,27.3 mi,3213,54 mins,3213
75,61,28.8 mi,3039,51 mins,3039
75,62,14.1 mi,1821,30 mins,1821
75,63,16.8 mi,2526,42 mins,2526
75,64,8.6 mi,1559,26 mins,1559
75,65,4.7 mi,1307,22 mins,1307
75,66,5.7 mi,1169,19 mins,1169
75,67,5.3 mi,1099,18 mins,1099
75,68,16.3 mi,2127,35 mins,2127
75,69,2.3 mi,788,13 mins,788
75,70,12.2 mi,2255,38 mins,2255
75,71,21.0 mi,2696,45 mins,2696
75,72,13.5 mi,1817,30 mins,1817
75,73,3.5 mi,910,15 mins,910
75,74,19.4 mi,2365,39 mins,2365
75,75,7.1 mi,1327,22 mins,1327
75,76,18.3 mi,2609,43 mins,2609
75,77,21.1 mi,2745,46 mins,2745
75,78,10.5 mi,1462,24 mins,1462
75,79,10.2 mi,1494,25 mins,1494
75,80,17.0 mi,2628,44 mins,2628
75,81,8.4 mi,1518,25 mins,1518
75,82,20.1 mi,2599,43 mins,2599
75,83,4.0 mi,990,17 mins,990
75,84,21.4 mi,2767,46 mins,2767
75,85,7.7 mi,1516,25 mins,1516
75,86,26.2 mi,3162,53 mins,3162
75,87,21.3 mi,2979,50 mins,2979
75,88,19.4 mi,2439,41 mins,2439
75,89,29.9 mi,2689,45 mins,2689
75,90,9.9 mi,1493,25 mins,1493
75,91,2.3 mi,800,13 mins,800
75,92,22.9 mi,3230,54 mins,3230
75,93,15.0 mi,1968,33 mins,1968
75,94,12.5 mi,1643,27 mins,1643
75,95,12.3 mi,1802,30 mins,1802
75,96,5.1 mi,1124,19 mins,1124
75,97,6.1 mi,1281,21 mins,1281
75,98,28.1 mi,2532,42 mins,2532
75,99,8.6 mi,1595,27 mins,1595
75,100,23.1 mi,3202,53 mins,3202
75,101,11.3 mi,1838,31 mins,1838
75,102,16.9 mi,2474,41 mins,2474
75,103,2.8 mi,1148,19 mins,1148
75,104,27.7 mi,3409,57 mins,3409
75,105,17.0 mi,2483,41 mins,2483
75,106,10.2 mi,1614,27 mins,1614
75,107,5.2 mi,997,17 mins,997
75,108,15.4 mi,2040,34 mins,2040
75,109,21.5 mi,2795,47 mins,2795
75,110,12.4 mi,2288,38 mins,2288
76,1,7.9 mi,1255,21 mins,1255
76,2,11.7 mi,1904,32 mins,1904
76,3,21.5 mi,2773,46 mins,2773
76,4,1.5 mi,632,11 mins,632
76,5,4.9 mi,1141,19 mins,1141
76,6,12.7 mi,2183,36 mins,2183
76,7,11.5 mi,1854,31 mins,1854
76,8,12.3 mi,2016,34 mins,2016
76,9,4.4 mi,944,16 mins,944
76,10,23.5 mi,3276,55 mins,3276
76,11,27.2 mi,2271,38 mins,2271
76,12,16.7 mi,2273,38 mins,2273
76,13,22.0 mi,2997,50 mins,2997
76,14,26.0 mi,2968,49 mins,2968
76,15,8.2 mi,1351,23 mins,1351
76,16,13.5 mi,1762,29 mins,1762
76,17,12.5 mi,1537,26 mins,1537
76,18,8.1 mi,1435,24 mins,1435
76,19,17.1 mi,2013,34 mins,2013
76,20,9.4 mi,1643,27 mins,1643
76,21,2.3 mi,984,16 mins,984
76,22,17.4 mi,2084,35 mins,2084
76,23,16.9 mi,2213,37 mins,2213
76,24,6.4 mi,1258,21 mins,1258
76,25,15.7 mi,2288,38 mins,2288
76,26,14.4 mi,1928,32 mins,1928
76,27,17.0 mi,2301,38 mins,2301
76,28,6.1 mi,1182,20 mins,1182
76,29,2.0 mi,817,14 mins,817
76,30,19.0 mi,2910,49 mins,2910
76,31,17.2 mi,2085,35 mins,2085
76,32,7.9 mi,1243,21 mins,1243
76,33,17.9 mi,2540,42 mins,2540
76,34,7.7 mi,1343,22 mins,1343
76,35,18.6 mi,2751,46 mins,2751
76,36,5.7 mi,1188,20 mins,1188
76,37,16.4 mi,1753,29 mins,1753
76,38,18.1 mi,2702,45 mins,2702
76,39,21.4 mi,2815,47 mins,2815
76,40,20.6 mi,2378,40 mins,2378
76,41,26.3 mi,2485,41 mins,2485
76,42,16.3 mi,1837,31 mins,1837
76,43,25.6 mi,2447,41 mins,2447
76,44,12.5 mi,2098,35 mins,2098
76,45,18.6 mi,2705,45 mins,2705
76,46,7.4 mi,1412,24 mins,1412
76,47,8.3 mi,1350,23 mins,1350
76,48,1.2 mi,530,9 mins,530
76,49,9.7 mi,1670,28 mins,1670
76,50,9.4 mi,1566,26 mins,1566
76,51,11.6 mi,2046,34 mins,2046
76,52,8.0 mi,1447,24 mins,1447
76,53,14.7 mi,2102,35 mins,2102
76,54,20.9 mi,2647,44 mins,2647
76,55,3.1 mi,968,16 mins,968
76,56,6.7 mi,1336,22 mins,1336
76,57,11.8 mi,1637,27 mins,1637
76,58,10.4 mi,1584,26 mins,1584
76,59,42.5 mi,3341,56 mins,3341
76,60,27.2 mi,3194,53 mins,3194
76,61,28.7 mi,3020,50 mins,3020
76,62,14.9 mi,1869,31 mins,1869
76,63,17.6 mi,2574,43 mins,2574
76,64,9.4 mi,1606,27 mins,1606
76,65,4.0 mi,1010,17 mins,1010
76,66,5.6 mi,1150,19 mins,1150
76,67,6.1 mi,1202,20 mins,1202
76,68,16.2 mi,2108,35 mins,2108
76,69,3.1 mi,968,16 mins,968
76,70,13.1 mi,2317,39 mins,2317
76,71,20.9 mi,2677,45 mins,2677
76,72,13.4 mi,1798,30 mins,1798
76,73,4.1 mi,996,17 mins,996
76,74,19.3 mi,2346,39 mins,2346
76,75,7.9 mi,1374,23 mins,1374
76,76,19.0 mi,2656,44 mins,2656
76,77,21.0 mi,2726,45 mins,2726
76,78,11.2 mi,1509,25 mins,1509
76,79,6.6 mi,1396,23 mins,1396
76,80,17.8 mi,2675,45 mins,2675
76,81,9.2 mi,1566,26 mins,1566
76,82,20.9 mi,2647,44 mins,2647
76,83,4.8 mi,1084,18 mins,1084
76,84,21.2 mi,2748,46 mins,2748
76,85,8.5 mi,1563,26 mins,1563
76,86,27.0 mi,3210,54 mins,3210
76,87,22.0 mi,3026,50 mins,3026
76,88,19.3 mi,2420,40 mins,2420
76,89,29.8 mi,2670,45 mins,2670
76,90,10.6 mi,1541,26 mins,1541
76,91,3.1 mi,979,16 mins,979
76,92,23.7 mi,3278,55 mins,3278
76,93,14.9 mi,1949,32 mins,1949
76,94,12.4 mi,1624,27 mins,1624
76,95,13.1 mi,1850,31 mins,1850
76,96,5.9 mi,1172,20 mins,1172
76,97,6.9 mi,1384,23 mins,1384
76,98,28.0 mi,2513,42 mins,2513
76,99,9.4 mi,1642,27 mins,1642
76,100,23.8 mi,3250,54 mins,3250
76,101,12.1 mi,1886,31 mins,1886
76,102,17.6 mi,2522,42 mins,2522
76,103,2.1 mi,942,16 mins,942
76,104,27.6 mi,3390,57 mins,3390
76,105,17.7 mi,2531,42 mins,2531
76,106,10.1 mi,1595,27 mins,1595
76,107,6.1 mi,1100,18 mins,1100
76,108,16.2 mi,2088,35 mins,2088
76,109,22.3 mi,2843,47 mins,2843
76,110,13.2 mi,2391,40 mins,2391
77,1,4.2 mi,1264,21 mins,1264
77,2,7.9 mi,1373,23 mins,1373
77,3,17.7 mi,2242,37 mins,2242
77,4,4.3 mi,863,14 mins,863
77,5,1.7 mi,743,12 mins,743
77,6,8.9 mi,1652,28 mins,1652
77,7,7.7 mi,1323,22 mins,1323
77,8,8.5 mi,1485,25 mins,1485
77,9,1.9 mi,650,11 mins,650
77,10,19.7 mi,2745,46 mins,2745
77,11,29.6 mi,2481,41 mins,2481
77,12,12.9 mi,1741,29 mins,1741
77,13,18.2 mi,2466,41 mins,2466
77,14,24.2 mi,2660,44 mins,2660
77,15,4.7 mi,1399,23 mins,1399
77,16,9.7 mi,1231,21 mins,1231
77,17,14.1 mi,1467,24 mins,1467
77,18,4.3 mi,904,15 mins,904
77,19,13.3 mi,1482,25 mins,1482
77,20,5.7 mi,1112,19 mins,1112
77,21,4.7 mi,1170,20 mins,1170
77,22,15.6 mi,1776,30 mins,1776
77,23,13.1 mi,1682,28 mins,1682
77,24,2.9 mi,1025,17 mins,1025
77,25,12.0 mi,1757,29 mins,1757
77,26,10.6 mi,1397,23 mins,1397
77,27,10.5 mi,1936,32 mins,1936
77,28,1.0 mi,530,9 mins,530
77,29,4.4 mi,1003,17 mins,1003
77,30,15.3 mi,2379,40 mins,2379
77,31,15.7 mi,1827,30 mins,1827
77,32,8.1 mi,1195,20 mins,1195
77,33,14.1 mi,2009,33 mins,2009
77,34,3.9 mi,812,14 mins,812
77,35,14.8 mi,2220,37 mins,2220
77,36,1.8 mi,633,11 mins,633
77,37,23.3 mi,2106,35 mins,2106
77,38,14.3 mi,2171,36 mins,2171
77,39,17.6 mi,2284,38 mins,2284
77,40,18.8 mi,2070,35 mins,2070
77,41,27.9 mi,2416,40 mins,2416
77,42,15.7 mi,1711,29 mins,1711
77,43,27.2 mi,2378,40 mins,2378
77,44,8.7 mi,1567,26 mins,1567
77,45,14.8 mi,2174,36 mins,2174
77,46,3.7 mi,1215,20 mins,1215
77,47,4.7 mi,1359,23 mins,1359
77,48,5.0 mi,1118,19 mins,1118
77,49,5.9 mi,1139,19 mins,1139
77,50,5.6 mi,1035,17 mins,1035
77,51,7.8 mi,1515,25 mins,1515
77,52,4.2 mi,916,15 mins,916
77,53,10.9 mi,1571,26 mins,1571
77,54,17.1 mi,2115,35 mins,2115
77,55,3.4 mi,981,16 mins,981
77,56,13.8 mi,1581,26 mins,1581
77,57,8.1 mi,1106,18 mins,1106
77,58,10.6 mi,1535,26 mins,1535
77,59,44.1 mi,3272,55 mins,3272
77,60,25.4 mi,2886,48 mins,2886
77,61,26.9 mi,2712,45 mins,2712
77,62,11.1 mi,1338,22 mins,1338
77,63,13.8 mi,2043,34 mins,2043
77,64,5.6 mi,1075,18 mins,1075
77,65,9.3 mi,1454,24 mins,1454
77,66,6.8 mi,1078,18 mins,1078
77,67,3.1 mi,1063,18 mins,1063
77,68,14.7 mi,1850,31 mins,1850
77,69,3.4 mi,981,16 mins,981
77,70,9.3 mi,1786,30 mins,1786
77,71,19.4 mi,2419,40 mins,2419
77,72,11.3 mi,1469,24 mins,1469
77,73,1.6 mi,614,10 mins,614
77,74,17.8 mi,2088,35 mins,2088
77,75,4.1 mi,843,14 mins,843
77,76,15.2 mi,2125,35 mins,2125
77,77,15.2 mi,2385,40 mins,2385
77,78,7.5 mi,978,16 mins,978
77,79,11.7 mi,1391,23 mins,1391
77,80,14.0 mi,2144,36 mins,2144
77,81,5.4 mi,1035,17 mins,1035
77,82,17.1 mi,2115,35 mins,2115
77,83,2.3 mi,790,13 mins,790
77,84,15.5 mi,2393,40 mins,2393
77,85,4.7 mi,1032,17 mins,1032
77,86,23.2 mi,2679,45 mins,2679
77,87,18.3 mi,2495,42 mins,2495
77,88,12.4 mi,2011,34 mins,2011
77,89,31.4 mi,2600,43 mins,2600
77,90,6.9 mi,1010,17 mins,1010
77,91,3.4 mi,992,17 mins,992
77,92,19.9 mi,2747,46 mins,2747
77,93,12.8 mi,1620,27 mins,1620
77,94,14.0 mi,1554,26 mins,1554
77,95,9.3 mi,1319,22 mins,1319
77,96,2.1 mi,640,11 mins,640
77,97,2.9 mi,976,16 mins,976
77,98,29.6 mi,2443,41 mins,2443
77,99,5.6 mi,1111,19 mins,1111
77,100,20.0 mi,2719,45 mins,2719
77,101,8.3 mi,1355,23 mins,1355
77,102,13.9 mi,1990,33 mins,1990
77,103,5.0 mi,1173,20 mins,1173
77,104,25.8 mi,3082,51 mins,3082
77,105,13.9 mi,2000,33 mins,2000
77,106,10.9 mi,1520,25 mins,1520
77,107,2.0 mi,853,14 mins,853
77,108,12.4 mi,1557,26 mins,1557
77,109,18.5 mi,2312,39 mins,2312
77,110,10.3 mi,1872,31 mins,1872
78,1,13.0 mi,2506,42 mins,2506
78,2,6.1 mi,1443,24 mins,1443
78,3,5.4 mi,1458,24 mins,1458
78,4,17.1 mi,2250,38 mins,2250
78,5,15.3 mi,2272,38 mins,2272
78,6,5.1 mi,1790,30 mins,1790
78,7,6.5 mi,1559,26 mins,1559
78,8,9.3 mi,1958,33 mins,1958
78,9,14.7 mi,2074,35 mins,2074
78,10,7.5 mi,1961,33 mins,1961
78,11,42.4 mi,3868,1 hour 4 mins,3868
78,12,2.0 mi,698,12 mins,698
78,13,3.6 mi,1150,19 mins,1150
78,14,5.3 mi,1503,25 mins,1503
78,15,12.5 mi,2533,42 mins,2533
78,16,4.0 mi,1222,20 mins,1222
78,17,13.9 mi,1928,32 mins,1928
78,18,10.6 mi,1796,30 mins,1796
78,19,3.1 mi,810,14 mins,810
78,20,10.3 mi,1843,31 mins,1843
78,21,17.2 mi,2434,41 mins,2434
78,22,10.2 mi,2215,37 mins,2215
78,23,2.9 mi,1120,19 mins,1120
78,24,14.5 mi,2485,41 mins,2485
78,25,3.5 mi,1212,20 mins,1212
78,26,4.2 mi,1070,18 mins,1070
78,27,4.1 mi,1502,25 mins,1502
78,28,12.9 mi,1981,33 mins,1981
78,29,16.9 mi,2268,38 mins,2268
78,30,2.1 mi,696,12 mins,696
78,31,7.1 mi,1603,27 mins,1603
78,32,13.2 mi,2589,43 mins,2589
78,33,0.9 mi,326,5 mins,326
78,34,11.7 mi,2050,34 mins,2050
78,35,1.6 mi,537,9 mins,537
78,36,13.5 mi,2111,35 mins,2111
78,37,33.3 mi,3362,56 mins,3362
78,38,0.8 mi,351,6 mins,351
78,39,3.4 mi,1204,20 mins,1204
78,40,11.8 mi,2257,38 mins,2257
78,41,21.6 mi,2830,47 mins,2830
78,42,12.0 mi,1964,33 mins,1964
78,43,20.9 mi,2792,47 mins,2792
78,44,7.2 mi,2037,34 mins,2037
78,45,2.6 mi,929,15 mins,929
78,46,14.5 mi,2741,46 mins,2741
78,47,12.7 mi,2563,43 mins,2563
78,48,17.9 mi,2505,42 mins,2505
78,49,7.0 mi,1732,29 mins,1732
78,50,9.0 mi,1486,25 mins,1486
78,51,5.9 mi,1522,25 mins,1522
78,52,11.5 mi,1977,33 mins,1977
78,53,2.6 mi,918,15 mins,918
78,54,3.5 mi,1256,21 mins,1256
78,55,15.9 mi,2274,38 mins,2274
78,56,23.5 mi,2773,46 mins,2773
78,57,6.4 mi,1398,23 mins,1398
78,58,10.0 mi,2316,39 mins,2316
78,59,37.8 mi,3686,1 hour 1 min,3686
78,60,13.8 mi,2711,45 mins,2711
78,61,5.7 mi,1749,29 mins,1749
78,62,5.4 mi,1350,23 mins,1350
78,63,1.2 mi,448,7 mins,448
78,64,9.7 mi,1764,29 mins,1764
78,65,19.5 mi,2638,44 mins,2638
78,66,16.8 mi,2334,39 mins,2334
78,67,14.6 mi,2567,43 mins,2567
78,68,7.5 mi,1709,28 mins,1709
78,69,15.9 mi,2274,38 mins,2274
78,70,5.3 mi,1877,31 mins,1877
78,71,1.8 mi,669,11 mins,669
78,72,9.3 mi,1765,29 mins,1765
78,73,14.5 mi,1981,33 mins,1981
78,74,3.2 mi,1162,19 mins,1162
78,75,11.6 mi,1991,33 mins,1991
78,76,3.0 mi,976,16 mins,976
78,77,1.7 mi,621,10 mins,621
78,78,6.8 mi,1317,22 mins,1317
78,79,21.7 mi,2648,44 mins,2648
78,80,1.4 mi,527,9 mins,527
78,81,9.8 mi,1696,28 mins,1696
78,82,3.5 mi,1256,21 mins,1256
78,83,15.1 mi,2215,37 mins,2215
78,84,2.3 mi,710,12 mins,710
78,85,10.3 mi,1775,30 mins,1775
78,86,14.8 mi,2209,37 mins,2209
78,87,4.1 mi,1263,21 mins,1263
78,88,3.2 mi,1200,20 mins,1200
78,89,31.7 mi,3109,52 mins,3109
78,90,7.6 mi,1443,24 mins,1443
78,91,15.9 mi,2310,39 mins,2310
78,92,7.6 mi,1963,33 mins,1963
78,93,9.3 mi,1677,28 mins,1677
78,94,14.0 mi,2272,38 mins,2272
78,95,4.4 mi,1393,23 mins,1393
78,96,13.0 mi,2051,34 mins,2051
78,97,13.8 mi,2387,40 mins,2387
78,98,23.3 mi,2858,48 mins,2858
78,99,10.4 mi,1847,31 mins,1847
78,100,7.3 mi,1988,33 mins,1988
78,101,4.6 mi,1569,26 mins,1569
78,102,0.6 mi,261,4 mins,261
78,103,17.8 mi,2560,43 mins,2560
78,104,14.2 mi,2907,48 mins,2907
78,105,0.7 mi,317,5 mins,317
78,106,13.5 mi,2126,35 mins,2126
78,107,14.5 mi,2394,40 mins,2394
78,108,1.4 mi,488,8 mins,488
78,109,10.1 mi,1842,31 mins,1842
78,110,5.1 mi,1758,29 mins,1758
79,1,13.0 mi,2506,42 mins,2506
79,2,6.1 mi,1443,24 mins,1443
79,3,5.4 mi,1458,24 mins,1458
79,4,17.1 mi,2250,38 mins,2250
79,5,15.3 mi,2272,38 mins,2272
79,6,5.1 mi,1790,30 mins,1790
79,7,6.5 mi,1559,26 mins,1559
79,8,9.3 mi,1958,33 mins,1958
79,9,14.7 mi,2074,35 mins,2074
79,10,7.5 mi,1961,33 mins,1961
79,11,42.4 mi,3868,1 hour 4 mins,3868
79,12,2.0 mi,698,12 mins,698
79,13,3.6 mi,1150,19 mins,1150
79,14,5.3 mi,1503,25 mins,1503
79,15,12.5 mi,2533,42 mins,2533
79,16,4.0 mi,1222,20 mins,1222
79,17,13.9 mi,1928,32 mins,1928
79,18,10.6 mi,1796,30 mins,1796
79,19,3.1 mi,810,14 mins,810
79,20,10.3 mi,1843,31 mins,1843
79,21,17.2 mi,2434,41 mins,2434
79,22,10.2 mi,2215,37 mins,2215
79,23,2.9 mi,1120,19 mins,1120
79,24,14.5 mi,2485,41 mins,2485
79,25,3.5 mi,1212,20 mins,1212
79,26,4.2 mi,1070,18 mins,1070
79,27,4.1 mi,1502,25 mins,1502
79,28,12.9 mi,1981,33 mins,1981
79,29,16.9 mi,2268,38 mins,2268
79,30,2.1 mi,696,12 mins,696
79,31,7.1 mi,1603,27 mins,1603
79,32,13.2 mi,2589,43 mins,2589
79,33,0.9 mi,326,5 mins,326
79,34,11.7 mi,2050,34 mins,2050
79,35,1.6 mi,537,9 mins,537
79,36,13.5 mi,2111,35 mins,2111
79,37,33.3 mi,3362,56 mins,3362
79,38,0.8 mi,351,6 mins,351
79,39,3.4 mi,1204,20 mins,1204
79,40,11.8 mi,2257,38 mins,2257
79,41,21.6 mi,2830,47 mins,2830
79,42,12.0 mi,1964,33 mins,1964
79,43,20.9 mi,2792,47 mins,2792
79,44,7.2 mi,2037,34 mins,2037
79,45,2.6 mi,929,15 mins,929
79,46,14.5 mi,2741,46 mins,2741
79,47,12.7 mi,2563,43 mins,2563
79,48,17.9 mi,2505,42 mins,2505
79,49,7.0 mi,1732,29 mins,1732
79,50,9.0 mi,1486,25 mins,1486
79,51,5.9 mi,1522,25 mins,1522
79,52,11.5 mi,1977,33 mins,1977
79,53,2.6 mi,918,15 mins,918
79,54,3.5 mi,1256,21 mins,1256
79,55,15.9 mi,2274,38 mins,2274
79,56,23.5 mi,2773,46 mins,2773
79,57,6.4 mi,1398,23 mins,1398
79,58,10.0 mi,2316,39 mins,2316
79,59,37.8 mi,3686,1 hour 1 min,3686
79,60,13.8 mi,2711,45 mins,2711
79,61,5.7 mi,1749,29 mins,1749
79,62,5.4 mi,1350,23 mins,1350
79,63,1.2 mi,448,7 mins,448
79,64,9.7 mi,1764,29 mins,1764
79,65,19.5 mi,2638,44 mins,2638
79,66,16.8 mi,2334,39 mins,2334
79,67,14.6 mi,2567,43 mins,2567
79,68,7.5 mi,1709,28 mins,1709
79,69,15.9 mi,2274,38 mins,2274
79,70,5.3 mi,1877,31 mins,1877
79,71,1.8 mi,669,11 mins,669
79,72,9.3 mi,1765,29 mins,1765
79,73,14.5 mi,1981,33 mins,1981
79,74,3.2 mi,1162,19 mins,1162
79,75,11.6 mi,1991,33 mins,1991
79,76,3.0 mi,976,16 mins,976
79,77,1.7 mi,621,10 mins,621
79,78,6.8 mi,1317,22 mins,1317
79,79,21.7 mi,2648,44 mins,2648
79,80,1.4 mi,527,9 mins,527
79,81,9.8 mi,1696,28 mins,1696
79,82,3.5 mi,1256,21 mins,1256
79,83,15.1 mi,2215,37 mins,2215
79,84,2.3 mi,710,12 mins,710
79,85,10.3 mi,1775,30 mins,1775
79,86,14.8 mi,2209,37 mins,2209
79,87,4.1 mi,1263,21 mins,1263
79,88,3.2 mi,1200,20 mins,1200
79,89,31.7 mi,3109,52 mins,3109
79,90,7.6 mi,1443,24 mins,1443
79,91,15.9 mi,2310,39 mins,2310
79,92,7.6 mi,1963,33 mins,1963
79,93,9.3 mi,1677,28 mins,1677
79,94,14.0 mi,2272,38 mins,2272
79,95,4.4 mi,1393,23 mins,1393
79,96,13.0 mi,2051,34 mins,2051
79,97,13.8 mi,2387,40 mins,2387
79,98,23.3 mi,2858,48 mins,2858
79,99,10.4 mi,1847,31 mins,1847
79,100,7.3 mi,1988,33 mins,1988
79,101,4.6 mi,1569,26 mins,1569
79,102,0.6 mi,261,4 mins,261
79,103,17.8 mi,2560,43 mins,2560
79,104,14.2 mi,2907,48 mins,2907
79,105,0.7 mi,317,5 mins,317
79,106,13.5 mi,2126,35 mins,2126
79,107,14.5 mi,2394,40 mins,2394
79,108,1.4 mi,488,8 mins,488
79,109,10.1 mi,1842,31 mins,1842
79,110,5.1 mi,1758,29 mins,1758
80,1,13.0 mi,2506,42 mins,2506
80,2,6.1 mi,1443,24 mins,1443
80,3,5.4 mi,1458,24 mins,1458
80,4,17.1 mi,2250,38 mins,2250
80,5,15.3 mi,2272,38 mins,2272
80,6,5.1 mi,1790,30 mins,1790
80,7,6.5 mi,1559,26 mins,1559
80,8,9.3 mi,1958,33 mins,1958
80,9,14.7 mi,2074,35 mins,2074
80,10,7.5 mi,1961,33 mins,1961
80,11,42.4 mi,3868,1 hour 4 mins,3868
80,12,2.0 mi,698,12 mins,698
80,13,3.6 mi,1150,19 mins,1150
80,14,5.3 mi,1503,25 mins,1503
80,15,12.5 mi,2533,42 mins,2533
80,16,4.0 mi,1222,20 mins,1222
80,17,13.9 mi,1928,32 mins,1928
80,18,10.6 mi,1796,30 mins,1796
80,19,3.1 mi,810,14 mins,810
80,20,10.3 mi,1843,31 mins,1843
80,21,17.2 mi,2434,41 mins,2434
80,22,10.2 mi,2215,37 mins,2215
80,23,2.9 mi,1120,19 mins,1120
80,24,14.5 mi,2485,41 mins,2485
80,25,3.5 mi,1212,20 mins,1212
80,26,4.2 mi,1070,18 mins,1070
80,27,4.1 mi,1502,25 mins,1502
80,28,12.9 mi,1981,33 mins,1981
80,29,16.9 mi,2268,38 mins,2268
80,30,2.1 mi,696,12 mins,696
80,31,7.1 mi,1603,27 mins,1603
80,32,13.2 mi,2589,43 mins,2589
80,33,0.9 mi,326,5 mins,326
80,34,11.7 mi,2050,34 mins,2050
80,35,1.6 mi,537,9 mins,537
80,36,13.5 mi,2111,35 mins,2111
80,37,33.3 mi,3362,56 mins,3362
80,38,0.8 mi,351,6 mins,351
80,39,3.4 mi,1204,20 mins,1204
80,40,11.8 mi,2257,38 mins,2257
80,41,21.6 mi,2830,47 mins,2830
80,42,12.0 mi,1964,33 mins,1964
80,43,20.9 mi,2792,47 mins,2792
80,44,7.2 mi,2037,34 mins,2037
80,45,2.6 mi,929,15 mins,929
80,46,14.5 mi,2741,46 mins,2741
80,47,12.7 mi,2563,43 mins,2563
80,48,17.9 mi,2505,42 mins,2505
80,49,7.0 mi,1732,29 mins,1732
80,50,9.0 mi,1486,25 mins,1486
80,51,5.9 mi,1522,25 mins,1522
80,52,11.5 mi,1977,33 mins,1977
80,53,2.6 mi,918,15 mins,918
80,54,3.5 mi,1256,21 mins,1256
80,55,15.9 mi,2274,38 mins,2274
80,56,23.5 mi,2773,46 mins,2773
80,57,6.4 mi,1398,23 mins,1398
80,58,10.0 mi,2316,39 mins,2316
80,59,37.8 mi,3686,1 hour 1 min,3686
80,60,13.8 mi,2711,45 mins,2711
80,61,5.7 mi,1749,29 mins,1749
80,62,5.4 mi,1350,23 mins,1350
80,63,1.2 mi,448,7 mins,448
80,64,9.7 mi,1764,29 mins,1764
80,65,19.5 mi,2638,44 mins,2638
80,66,16.8 mi,2334,39 mins,2334
80,67,14.6 mi,2567,43 mins,2567
80,68,7.5 mi,1709,28 mins,1709
80,69,15.9 mi,2274,38 mins,2274
80,70,5.3 mi,1877,31 mins,1877
80,71,1.8 mi,669,11 mins,669
80,72,9.3 mi,1765,29 mins,1765
80,73,14.5 mi,1981,33 mins,1981
80,74,3.2 mi,1162,19 mins,1162
80,75,11.6 mi,1991,33 mins,1991
80,76,3.0 mi,976,16 mins,976
80,77,1.7 mi,621,10 mins,621
80,78,6.8 mi,1317,22 mins,1317
80,79,21.7 mi,2648,44 mins,2648
80,80,1.4 mi,527,9 mins,527
80,81,9.8 mi,1696,28 mins,1696
80,82,3.5 mi,1256,21 mins,1256
80,83,15.1 mi,2215,37 mins,2215
80,84,2.3 mi,710,12 mins,710
80,85,10.3 mi,1775,30 mins,1775
80,86,14.8 mi,2209,37 mins,2209
80,87,4.1 mi,1263,21 mins,1263
80,88,3.2 mi,1200,20 mins,1200
80,89,31.7 mi,3109,52 mins,3109
80,90,7.6 mi,1443,24 mins,1443
80,91,15.9 mi,2310,39 mins,2310
80,92,7.6 mi,1963,33 mins,1963
80,93,9.3 mi,1677,28 mins,1677
80,94,14.0 mi,2272,38 mins,2272
80,95,4.4 mi,1393,23 mins,1393
